id,character_id,sprite,cat_speaking,en,effets,room_id,time,start_condition,variant,item_given,choice_1,choice_2,choice_3,choice_4,choice_5,choice_6,next_line_1,next_line_2,next_line_3,next_line_4,next_line_5,next_line_6,fr
monster-witch_[neutral]___shownitem-depart-3__%°@#,monster-witch,neutral,FALSE,"Such a pity. Maybe whenever I bring these little rascals on vacation, I’ll bring a picture of her along. Show her a bit of the world.",,,,,shownitem-depart-3,,,,,,,,monster-witch_[neutral]____default_%°@#,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
kitchen-witch_[neutral]_kitchen___intro_%°c@#met-kitchen-witch,kitchen-witch,neutral,TRUE,"She’s baking up a storm. A little too literally, in your opinion.",,kitchen,,intro,,met-kitchen-witch,,,,,,,kitchen-witch_[happy]___intro-2__%°@#,,,,,,
kitchen-witch_[sad]_garden___intro_%°@#met-kitchen-witch,kitchen-witch,sad,FALSE,A witch is staring wistfully into the night.,,garden,,intro,,met-kitchen-witch,,,,,,,kitchen-witch_[happy]___intro-2__%°@#,,,,,,
kitchen-witch_[happy]___intro-2__%°@#,kitchen-witch,happy,FALSE,"Hi there, little buddy! I’m Delilah. But all my friends call me Del, so you can too!",,,,,intro-2,,,,,,,,kitchen-witch_[neutral]____default_%°@#,,,,,,
kitchen-witch_[neutral]____default_%°@#,kitchen-witch,neutral,FALSE,What can lil’ ol’ me do for you?,,,,default,,,Can you tell me about yourself?,What do you know about the murder?,I need to show you something.,Goodbye.,,,kitchen-witch_[happy]___interview__%°@#,kitchen-witch_[displeased]___opinion__%°@#,kitchen-witch_[neutral]____showingitem_%°@#,kitchen-witch_[neutral]___goodbye__%°@#,,,
kitchen-witch_[happy]___interview__%°@#,kitchen-witch,happy,FALSE,"Well, I started by spending my first 2 decades out of school at the Court of Flowers, cooking for Titania.",,,,,interview,,,,,,,,kitchen-witch_[sad]___interview-2__%°@#,,,,,,
kitchen-witch_[sad]___interview-2__%°@#,kitchen-witch,sad,FALSE,But they didn’t renew my contract after it expired.,,,,,interview-2,,,,,,,,kitchen-witch_[angry]___interview-3__%°@#,,,,,,
kitchen-witch_[angry]___interview-3__%°@#,kitchen-witch,angry,FALSE,"Something about the royal kitchens not being a place suited to mayhem, explosions, and other – ah, what was it? – “culinary expressions of exuberant personality”.",,,,,interview-3,,,,,,,,kitchen-witch_[angry]___interview-4__%°@#,,,,,,
kitchen-witch_[angry]___interview-4__%°@#,kitchen-witch,angry,FALSE,"Between you and me, I just think they were too cheap to keep up with the repairs.",,,,,interview-4,,,,,,,,kitchen-witch_[displeased]___interview-5__%°@#,,,,,,
kitchen-witch_[displeased]___interview-5__%°@#,kitchen-witch,displeased,FALSE,Brokies.,,,,,interview-5,,,,,,,,kitchen-witch_[happy]___interview-6__%°@#,,,,,,
kitchen-witch_[happy]___interview-6__%°@#,kitchen-witch,happy,FALSE,So then I went backpacking in the mountains of Peru for a year –,,,,,interview-6,,,,,,,,kitchen-witch_[worried]___interview-7__%°@#,,,,,,
kitchen-witch_[worried]___interview-7__%°@#,kitchen-witch,worried,FALSE,Oh. Is that not really relevant right now?,,,,,interview-7,,,,,,,,kitchen-witch_[neutral]___interview-8__%°@#,,,,,,
kitchen-witch_[neutral]___interview-8__%°@#,kitchen-witch,neutral,FALSE,"Well, you’re the detective! Can’t you, I don’t know, detect what I do here? It’s not exactly rocket science!",,,,,interview-8,,,,,,,,kitchen-witch_[neutral]___interview-9__%°@#,,,,,,
kitchen-witch_[neutral]___interview-9__%°@#,kitchen-witch,neutral,FALSE,That’d be more up Mithra’s alley.,,,,,interview-9,,,,,,,,kitchen-witch_[neutral]____default_%°@#,,,,,,
kitchen-witch_[displeased]___opinion__%°@#,kitchen-witch,displeased,FALSE,"Well, not much, considering I didn’t do it, and it wasn’t done to me neither. So, really, I don’t know what you want me to know about it.",,,,,opinion,,,,,,,,kitchen-witch_[neutral]___opinion-2__%°c@#,,,,,,
kitchen-witch_[neutral]___opinion-2__%°c@#,kitchen-witch,neutral,TRUE,You struggle to find the words to explain why it’s not actually that easy to just ask the killer (or the victim) about their murder.,,,,,opinion-2,,,,,,,,kitchen-witch_[neutral]___opinion-3__%°c@#,,,,,,
kitchen-witch_[neutral]___opinion-3__%°c@#,kitchen-witch,neutral,TRUE,She seems to imply that maybe you’re just bad at your job.,,,,,opinion-3,,,,,,,,kitchen-witch_[angry]___opinion-4__%°@#,,,,,,
kitchen-witch_[angry]___opinion-4__%°@#,kitchen-witch,angry,FALSE,"Anyway, if that’s all you wanted to ask, go, scram, scamper! I’ve got cakes to feed and mouths to bake!",,,,,opinion-4,,,,,,,,kitchen-witch_[displeased]___opinion-5__%°@#,,,,,,
kitchen-witch_[displeased]___opinion-5__%°@#,kitchen-witch,displeased,FALSE,"There’s nothing I can even tell you about the victim. I didn’t know her, or anyone who knew her.",,,,,opinion-5,,,,,,,,kitchen-witch_[displeased]___opinion-6__%°@#,,,,,,
kitchen-witch_[displeased]___opinion-6__%°@#,kitchen-witch,displeased,FALSE,"Complete stranger, even if she did really like the biscuits I made for he- I mean, for everyone.",,,,,opinion-6,,,,,,,,kitchen-witch_[worried]___opinion-7__%°@#,,,,,,
kitchen-witch_[worried]___opinion-7__%°@#,kitchen-witch,worried,FALSE,I make biscuits for everyone. Always.,,,,,opinion-7,,,,,,,,kitchen-witch_[neutral]____default_%°@#,,,,,,
kitchen-witch_[neutral]____showingitem_%°@#,kitchen-witch,neutral,FALSE,"Uh-huh. And pass me the sesame too, while you’re at it.",,,,showingitem,,,,,,,,,[clues],,,,,,
kitchen-witch_[neutral]____shownitem-other_%°c@#,kitchen-witch,neutral,TRUE,"She observes it closely and, before you can stop her, starts sniffing the evidence.",,,,shownitem-other,,,,,,,,,kitchen-witch_[displeased]____shownitem-other_%°@#,,,,,,
kitchen-witch_[displeased]____shownitem-other_%°@#,kitchen-witch,displeased,FALSE,"...I suppose I could make some kind of novelty pie with this. That IS why you’re showing it to me, right?",,,,shownitem-other,,,,,,,,,kitchen-witch_[neutral]____default_%°@#,,,,,,
kitchen-witch_[worried]____shownitem-justshy_%°@#,kitchen-witch,worried,FALSE,…,,,,shownitem-justshy,,,,,,,,,kitchen-witch_[sad]___shownitem-justshy-2__%°@#,,,,,,
kitchen-witch_[sad]___shownitem-justshy-2__%°@#,kitchen-witch,sad,FALSE,"Aw, poor Suz.",,,,,shownitem-justshy-2,,,,,,,,kitchen-witch_[sad]___shownitem-justshy-3__%°@#,,,,,,
kitchen-witch_[sad]___shownitem-justshy-3__%°@#,kitchen-witch,sad,FALSE,"She’s not shy, she’s just… I mean… I shouldn’t be the one to say it. It’s just not really my place, y’know?",,,,,shownitem-justshy-3,,,,,,,,kitchen-witch_[neutral]___shownitem-justshy-4__%°@#,,,,,,
kitchen-witch_[neutral]___shownitem-justshy-4__%°@#,kitchen-witch,neutral,FALSE,"Still, someone needs to make sure she’s okay.",,,,,shownitem-justshy-4,,,,,,,,kitchen-witch_[neutral]___shownitem-justshy-5__%°@#,,,,,,
kitchen-witch_[neutral]___shownitem-justshy-5__%°@#,kitchen-witch,neutral,FALSE,"We can’t have her stay cooped up in her room like that for days, it’s just not healthy. I’m not sure she’s even eaten anything since…",,,,,shownitem-justshy-5,,,,,,,,kitchen-witch_[sad]___shownitem-justshy-6__%°@#,,,,,,
kitchen-witch_[sad]___shownitem-justshy-6__%°@#,kitchen-witch,sad,FALSE,"Well, you know. Since Vicky died. It’s pretty natural she’d take it hard. Everyone else lost a friend, or maybe a colleague.",,,,,shownitem-justshy-6,,,,,,,,kitchen-witch_[sad]___shownitem-justshy-7__%°@#mingling,,,,,,
kitchen-witch_[sad]___shownitem-justshy-7__%°@#mingling,kitchen-witch,sad,FALSE,"...I guess that also makes her the prime suspect, right?",,,,,shownitem-justshy-7,mingling,,,,,,,kitchen-witch_[sad]___shownitem-justshy-8__%°@#,,,,,,
kitchen-witch_[sad]___shownitem-justshy-8__%°@#,kitchen-witch,sad,FALSE,"Man, that sucks. Please go easy on her at least. She may not look it, but she’s a good girl.",,,,,shownitem-justshy-8,,,,,,,,kitchen-witch_[worried]___shownitem-justshy-9__%°@#,,,,,,
kitchen-witch_[worried]___shownitem-justshy-9__%°@#,kitchen-witch,worried,FALSE,And… please?,,,,,shownitem-justshy-9,,,,,,,,kitchen-witch_[happy]___shownitem-justshy-10__%°@#,,,,,,
kitchen-witch_[happy]___shownitem-justshy-10__%°@#,kitchen-witch,happy,FALSE,"Tell her I love her, okay?",,,,,shownitem-justshy-10,,,,,,,,kitchen-witch_[neutral]____default_%°@#,,,,,,
kitchen-witch_[sad]____shownitem-tornphoto_%°@#,kitchen-witch,sad,FALSE,"Is that… Aw, fiddlesticks. That… Aw, that’s just painful. I’m sorry Suz.",,,,shownitem-tornphoto,,,,,,,,,kitchen-witch_[neutral]____showingitem_%°@#,,,,,,
kitchen-witch_[happy]____shownitem-honey_%°c@#,kitchen-witch,happy,TRUE,She’s practically licking her lips.,,,,shownitem-honey,,,,,,,,,kitchen-witch_[happy]___shownitem-honey-2__%°@#,,,,,,
kitchen-witch_[happy]___shownitem-honey-2__%°@#,kitchen-witch,happy,FALSE,Now THAT I could use. You got some to spare? You could just hand it over and get some more from Mrs. Ink. Say you lost it. Pretty please?,,,,,shownitem-honey-2,,,,,,,,kitchen-witch_[neutral]____default_%°@#,,,,,,
kitchen-witch_[worried]____shownitem-fungalcake_%°c@#,kitchen-witch,worried,TRUE,She starts sweating profusely.,,,,shownitem-fungalcake,,,,,,,,,kitchen-witch_[worried]___shownitem-fungalcake-2__%°c@#,,,,,,
kitchen-witch_[worried]___shownitem-fungalcake-2__%°c@#,kitchen-witch,worried,TRUE,I mean it. You’d better get to high ground. Hop on a stove or something. And pray the housekeeper has enough mops and buckets.,,,,,shownitem-fungalcake-2,,,,,,,,kitchen-witch_[worried]___shownitem-fungalcake-3__%°@#,,,,,,
kitchen-witch_[worried]___shownitem-fungalcake-3__%°@#,kitchen-witch,worried,FALSE,So… um… Why would you show me that? What makes you think I could have anything to do with this?,,,,,shownitem-fungalcake-3,,,,,,,,kitchen-witch_[worried]___shownitem-fungalcake-4__%°@#,,,,,,
kitchen-witch_[worried]___shownitem-fungalcake-4__%°@#,kitchen-witch,worried,FALSE,"I mean, there’s like, mushrooms on it. And stuff. That’s not my area. Germaine does the mushrooms, remember?",,,,,shownitem-fungalcake-4,,,,,,,,kitchen-witch_[worried]___shownitem-fungalcake-5__%°@#,,,,,,
kitchen-witch_[worried]___shownitem-fungalcake-5__%°@#,kitchen-witch,worried,FALSE,"And, um, also, it looks like whoever cooked this used wayyy too much pixie dust. A complete rookie mistake, certainly not one someone as experienced as ME could make.",,,,,shownitem-fungalcake-5,,,,,,,,kitchen-witch_[angry]___shownitem-fungalcake-6__%°@#,,,,,,
kitchen-witch_[angry]___shownitem-fungalcake-6__%°@#,kitchen-witch,angry,FALSE,Egads! Would you look at that! Almost my entire pixie dust supply is gone?!,,,,,shownitem-fungalcake-6,,,,,,,,kitchen-witch_[displeased]___shownitem-fungalcake-7__%°@#,,,,,,
kitchen-witch_[displeased]___shownitem-fungalcake-7__%°@#,kitchen-witch,displeased,FALSE,"It seems you’ve not only a murder to solve, but a robbery too. Someone must have infiltrated my kitchen and baked this cake in secret!",,,,,shownitem-fungalcake-7,,,,,,,,kitchen-witch_[displeased]___shownitem-fungalcake-8__%°c@#,,,,,,
kitchen-witch_[displeased]___shownitem-fungalcake-8__%°c@#,kitchen-witch,displeased,TRUE,Sometimes the best course of action is no action at all.,,,,,shownitem-fungalcake-8,,,,,,,,kitchen-witch_[worried]___shownitem-fungalcake-9__%°@#,,,,,,
kitchen-witch_[worried]___shownitem-fungalcake-9__%°@#,kitchen-witch,worried,FALSE,"I mean, really. It’s actually insulting you think I baked this. ME? You think I would make such a simple, basic cake?",,,,,shownitem-fungalcake-9,,,,,,,,kitchen-witch_[worried]___shownitem-fungalcake-10__%°@#,,,,,,
kitchen-witch_[worried]___shownitem-fungalcake-10__%°@#,kitchen-witch,worried,FALSE,…,,,,,shownitem-fungalcake-10,,,,,,,,kitchen-witch_[sad]___shownitem-fungalcake-11__%°@#,,,,,,
kitchen-witch_[sad]___shownitem-fungalcake-11__%°@#,kitchen-witch,sad,FALSE,"Shucks. You’re a tough nut to crack, aren’t you? You got me. I baked Vicky that cake the night before she died, what about it?",,,,,shownitem-fungalcake-11,,,,,,,,kitchen-witch_[sad]___shownitem-fungalcake-12__%°@#,,,,,,
kitchen-witch_[sad]___shownitem-fungalcake-12__%°@#,kitchen-witch,sad,FALSE,"She came to me with a mushroom I’d never seen before, said she was afraid to eat it raw. Asked if I could bake it into something for her.",,,,,shownitem-fungalcake-12,,,,,,,,kitchen-witch_[neutral]___shownitem-fungalcake-13__%°@#,,,,,,
kitchen-witch_[neutral]___shownitem-fungalcake-13__%°@#,kitchen-witch,neutral,FALSE,"What’s it got to do with her death, anyway? It’s just cake.",,,,,shownitem-fungalcake-13,,,,,,,,kitchen-witch_[neutral]___shownitem-fungalcake-14__%°@#,,,,,,
kitchen-witch_[neutral]___shownitem-fungalcake-14__%°@#,kitchen-witch,neutral,FALSE,"You recount the story that could make her, if not directly responsible, at least an accessory to the crime. She goes pale.",,,,,shownitem-fungalcake-14,,,,,,,,kitchen-witch_[worried]___shownitem-fungalcake-15__%°@#,,,,,,
kitchen-witch_[worried]___shownitem-fungalcake-15__%°@#,kitchen-witch,worried,FALSE,"Waitwaitwait-no, no, that’s not right. That can’t be right.",,,,,shownitem-fungalcake-15,,,,,,,,kitchen-witch_[displeased]___shownitem-fungalcake-16__%°@#,,,,,,
kitchen-witch_[displeased]___shownitem-fungalcake-16__%°@#,kitchen-witch,displeased,FALSE,And I can prove it.,,,,,shownitem-fungalcake-16,,,,,,,,kitchen-witch_[worried]___shownitem-fungalcake-17__%°@#,,,,,,
kitchen-witch_[worried]___shownitem-fungalcake-17__%°@#,kitchen-witch,worried,FALSE,But…,,,,,shownitem-fungalcake-17,,,,,,,,kitchen-witch_[worried]___shownitem-fungalcake-18__%°@#,,,,,,
kitchen-witch_[worried]___shownitem-fungalcake-18__%°@#,kitchen-witch,worried,FALSE,"Oh, man. Please… promise you won’t tell  the others.",,,,,shownitem-fungalcake-18,,,,,,,,kitchen-witch_[worried]___shownitem-fungalcake-19__%°@#,,,,,,
kitchen-witch_[worried]___shownitem-fungalcake-19__%°@#,kitchen-witch,worried,FALSE,That magic mushroom didn’t go into the cake. I kept it for myself.,,,,,shownitem-fungalcake-19,,,,,,,,kitchen-witch_[happy]___shownitem-fungalcake-20__%°@#,,,,,,
kitchen-witch_[happy]___shownitem-fungalcake-20__%°@#,kitchen-witch,happy,FALSE,It just… You know! It just looked so dang tasty! I’d never seen anything like it before!,,,,,shownitem-fungalcake-20,,,,,,,,kitchen-witch_[neutral]___shownitem-fungalcake-21__%°@#,,,,,,
kitchen-witch_[neutral]___shownitem-fungalcake-21__%°@#,kitchen-witch,neutral,FALSE,I haven’t even had the opportunity to eat it yet. It’s still around here somewhere.,,,,,shownitem-fungalcake-21,,,,,,,,kitchen-witch_[neutral]___shownitem-fungalcake-22__%°c@#,,,,,,
kitchen-witch_[neutral]___shownitem-fungalcake-22__%°c@#,kitchen-witch,neutral,TRUE,"She rummages through her seemingly-bottomless cupboards for a while, then hands you a mushroom.",,,,,shownitem-fungalcake-22,,,,,,,,kitchen-witch_[happy]___shownitem-fungalcake-23__%°@#intactmushroom,,,,,,
kitchen-witch_[happy]___shownitem-fungalcake-23__%°@#intactmushroom,kitchen-witch,happy,FALSE,Here.,,,,,shownitem-fungalcake-23,intactmushroom,,,,,,,kitchen-witch_[neutral]___shownitem-fungalcake-24__%°c@#,,,,,,
kitchen-witch_[neutral]___shownitem-fungalcake-24__%°c@#,kitchen-witch,neutral,TRUE,"It’s the missing mushroom alright. Colorful, grotesque, and so frustratingly, insultingly, thoroughly un-eaten.",,,,,shownitem-fungalcake-24,,,,,,,,kitchen-witch_[neutral]____default_%°@#,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
door_[neutral]____default_%°@#,door,neutral,FALSE,"The door’s locked. There’s a sticky note on it, attached again with tape for good measure.",,,,default,,,,,,,,,door_[neutral]_____%°@#justshy,,,,,,
door_[neutral]_____%°@#justshy,door,neutral,FALSE,"“GO AWAY!! BUSY! SCRAM! GET OUT! BLEH!”, it reads rather chalantly.",,,,,,justshy,,,,,,,door_[neutral]_____%°@#,,,,,,
door_[neutral]_____%°@#,door,neutral,FALSE,"That could be meant for you. Though, more likely, it’s been here for years.",,,,,,,There's something I need to show you.,I guess I'll come back later.,,,,,[clues],,,,,,
door_[neutral]____shownitem-other_%°c@#,door,neutral,TRUE,"Despite all your gusto, the door remains frustratingly closed.",,,,shownitem-other,,,,,,,,,door_[neutral]____default_%°@#,,,,,,
door_[neutral]____shownitem-mingling_%°c@#,door,neutral,TRUE,"Without a word, the lock clicks open. Then another, and another.",,,,shownitem-mingling,,,,,,,,,emo-witch_[neutral]____intro_%°c@#met-emo-witch,,,,,,
emo-witch_[neutral]____intro_%°c@#met-emo-witch,emo-witch,neutral,TRUE,"...And another. The witch leaves the unlocked door ajar. What, you need her to hold it open for you, princess? Be serious. Go in.",,,,intro,,met-emo-witch,,,,,,,emo-witch_[neutral]___intro-2__%°c@#,,,,,,
emo-witch_[neutral]___intro-2__%°c@#,emo-witch,neutral,TRUE,"An aura of gloom, morosity and melodrama surrounds this place. And that smell. Dear god. And in the eye of that storm of despair –",,,,,intro-2,,,,,,,,emo-witch_[neutral]___intro-3-fadein__%°@#,,,,,,
emo-witch_[neutral]___intro-3-fadein__%°@#,emo-witch,neutral,FALSE,"‘Sup, asshole. Waddaya want.",,,,,intro-3-fadein,,,,,,,,emo-witch_[displeased]___intro-4__%°@#,,,,,,
emo-witch_[displeased]___intro-4__%°@#,emo-witch,displeased,FALSE,Scratch that. Don’t care.,,,,,intro-4,,,,,,,,emo-witch_[displeased]____default_%°@#,,,,,,
emo-witch_[displeased]____default_%°@#,emo-witch,displeased,FALSE,...,,,,default,,,Tell me about yourself.,What do you know about the murder ?,I need to show you something.,I have to go.,,,emo-witch_[displeased]___interview__%°@#,emo-witch_[neutral]___opinion__%°@#,emo-witch_[displeased]____showingitem_%°c@#,emo-witch_[neutral]___goodbye__%°@turn#,,,
emo-witch_[displeased]___interview__%°@#,emo-witch,displeased,FALSE,"She gives you a look full of disdain and carefully practiced disinterest. Outside, the thunder rolls as the rain bangs against the windows. That’s probably her doing too.",,,,,interview,,,,,,,,emo-witch_[neutral]___interview-2__%°@#,,,,,,
emo-witch_[neutral]___interview-2__%°@#,emo-witch,neutral,FALSE,"Ugh, Fine. Name’s Suzie. Suzie Piscious. Del calls me Suz. Please don’t.",,,,,interview-2,,,,,,,,emo-witch_[neutral]___interview-3__%°@#,,,,,,
emo-witch_[neutral]___interview-3__%°@#,emo-witch,neutral,FALSE,"I do magic. I’m a witch. Cool, right? You don’t care either. Cool.",,,,,interview-3,,,,,,,,emo-witch_[neutral]___interview-4__%°@#,,,,,,
emo-witch_[neutral]___interview-4__%°@#,emo-witch,neutral,FALSE,Whatever. I’m guessin’ Del told you? ‘Bout me n Vic?,,,,,interview-4,,,,,,,,emo-witch_[sad]___interview-5__%°c@#,,,,,,
emo-witch_[sad]___interview-5__%°c@#,emo-witch,sad,TRUE,"She sighs, and you swear you can hear the building heave. ",,,,,interview-5,,,,,,,,emo-witch_[sad]___interview-6__%°@#,,,,,,
emo-witch_[sad]___interview-6__%°@#,emo-witch,sad,FALSE,I’ll miss her. At least she gets to be a ghost now. That’s sick. I wish I could be a ghost.,,,,,interview-6,,,,,,,,emo-witch_[displeased]___interview-7__%°@#,,,,,,
emo-witch_[displeased]___interview-7__%°@#,emo-witch,displeased,FALSE,Now leave me alone or I’ll haunt you first.,,,,,interview-7,,,,,,,,emo-witch_[displeased]____default_%°@#,,,,,,
emo-witch_[neutral]___opinion__%°@#,emo-witch,neutral,FALSE,"Well, everything. Except actually I know jack shit. We were hangin’, that evening. Last I saw her? Musta been…",,,,,opinion,,,,,,,,emo-witch_[neutral]___opinion-2__%°@#,,,,,,
emo-witch_[neutral]___opinion-2__%°@#,emo-witch,neutral,FALSE,"Well after nightfall, for sure. Prolly a lil’ after midnight. Hour o’ the wolf, I’m guessin’.",,,,,opinion-2,,,,,,,,emo-witch_[neutral]___opinion-3__%°@#,,,,,,
emo-witch_[neutral]___opinion-3__%°@#,emo-witch,neutral,FALSE,"Anythin’ happened to her, musta happened after that.",,,,,opinion-3,,,,,,,,emo-witch_[angry]___opinion-4__%°@#tod-afternight,,,,,,
emo-witch_[angry]___opinion-4__%°@#tod-afternight,emo-witch,angry,FALSE,‘Cause I’m innocent. In case you hadn’t got that already.,,,,,opinion-4,tod-afternight,,,,,,,emo-witch_[sad]___opinion-5__%°@#,,,,,,
emo-witch_[sad]___opinion-5__%°@#,emo-witch,sad,FALSE,"We weren’t talking ‘bout much. Just hangin’, y’know? Me despairing the insatisfaction inherent to life, n her tryin’ to cheer me up.",,,,,opinion-5,,,,,,,,emo-witch_[displeased]___opinion-6__%°@#,,,,,,
emo-witch_[displeased]___opinion-6__%°@#,emo-witch,displeased,FALSE,Smotherin’ me in her radiance. Makes me wanna puke just thinkin’ about it.,,,,,opinion-6,,,,,,,,emo-witch_[neutral]___opinion-7__%°@#,,,,,,
emo-witch_[neutral]___opinion-7__%°@#,emo-witch,neutral,FALSE,"You never feel it, cat? The hunger? Like a constant gnawing at the edge of your mind. There’s rats in the walls.",,,,,opinion-7,,,,,,,,emo-witch_[sad]___opinion-8__%°@#,,,,,,
emo-witch_[sad]___opinion-8__%°@#,emo-witch,sad,FALSE,"Only, no matter how many walls they bite through, there’ll always be another to squirm against.",,,,,opinion-8,,,,,,,,emo-witch_[sad]___opinion-9__%°c@#,,,,,,
emo-witch_[sad]___opinion-9__%°c@#,emo-witch,sad,TRUE,This hypothetical endless buffet of rats seems rather appealing to you. You’re not sure what her metaphor was supposed to be.,,,,,opinion-9,,,,,,,,emo-witch_[neutral]___opinion-10__%°@#,,,,,,
emo-witch_[neutral]___opinion-10__%°@#,emo-witch,neutral,FALSE,"Anyway, I got her a gift earlier. Maybe look into that. If you care.",,,,,opinion-10,,,,,,,,emo-witch_[neutral]___opinion-11__%°@#,,,,,,
emo-witch_[neutral]___opinion-11__%°@#,emo-witch,neutral,FALSE,She said she’d been having trouble sleepin’. Insomnia and the like. Sleepwalking too. Shit sucks.,,,,,opinion-11,,,,,,,,emo-witch_[sad]___opinion-12__%°@#,,,,,,
emo-witch_[sad]___opinion-12__%°@#,emo-witch,sad,FALSE,"So I asked my friend Germaine for help. Y’know, if she had something for that.",,,,,opinion-12,,,,,,,,emo-witch_[neutral]___opinion-13__%°@#siesta,,,,,,
emo-witch_[neutral]___opinion-13__%°@#siesta,emo-witch,neutral,FALSE,"She gave me this rad-looking shroom for her, and I passed it along to Vic. Maybe that’s somethin’.",,,,,opinion-13,siesta,,,,,,,emo-witch_[neutral]___opinion-14__%°@#,,,,,,
emo-witch_[neutral]___opinion-14__%°@#,emo-witch,neutral,FALSE,Maybe not. Whatever.,,,,,opinion-14,,,,,,,,emo-witch_[displeased]____default_%°@#,,,,,,
emo-witch_[displeased]____showingitem_%°c@#,emo-witch,displeased,TRUE,She rolls her eyes. Spectacularly so.,,,,showingitem,,,,,,,,,emo-witch_[neutral]___showingitem-2__%°@#,,,,,,
emo-witch_[neutral]___showingitem-2__%°@#,emo-witch,neutral,FALSE,"Ugh, Fine. Let’s get this over with.",,,,,showingitem-2,,,,,,,,[clues],,,,,,
emo-witch_[neutral]____shownitem-other_%°@#,emo-witch,neutral,FALSE,Cool. Don’t care. Can you go away now?,,,,shownitem-other,,,,,,,,,emo-witch_[displeased]____default_%°@#,,,,,,
emo-witch_[sad]____shownitem-mingling_%°@#,emo-witch,sad,FALSE,... Yeah? So what?,,,,shownitem-mingling,,,,,,,,,emo-witch_[displeased]____default_%°@#,,,,,,
emo-witch_[angry]____shownitem-alarmclock_%°c@#,emo-witch,angry,TRUE,She visibly recoils at the thing. It’s like she abhors the very existence of this item.,,,,shownitem-alarmclock,,,,,,,,,emo-witch_[displeased]____default_%°@#,,,,,,
emo-witch_[neutral]____shownitem-vickyskey_%°@#,emo-witch,neutral,FALSE,"What, you needed one? Coulda just asked.",,,,shownitem-vickyskey,,,,,,,,,emo-witch_[displeased]____default_%°@#,,,,,,
emo-witch_[neutral]____shownitem-tornphoto_%°c@#,emo-witch,neutral,TRUE,She’s visibly upset. You can tell from the total lack of change in her expression or demeanor.,,,,shownitem-tornphoto,,,,,,,,,emo-witch_[neutral]___shownitem-tornphoto-2__%°c@#,,,,,,
emo-witch_[neutral]___shownitem-tornphoto-2__%°c@#,emo-witch,neutral,TRUE,"Wait, scratch that. She’s not upset. She’s… Puzzled? Distraught?",,,,,shownitem-tornphoto-2,,,,,,,,emo-witch_[angry]___shownitem-tornphoto-3__%°@#,,,,,,
emo-witch_[angry]___shownitem-tornphoto-3__%°@#,emo-witch,angry,FALSE,"What’s this about? I know we had a bit of a fight, but like… Wasn’t that bad, y’know? Shit…",,,,,shownitem-tornphoto-3,,,,,,,,emo-witch_[sad]___shownitem-tornphoto-4__%°@#,,,,,,
emo-witch_[sad]___shownitem-tornphoto-4__%°@#,emo-witch,sad,FALSE,"Was the same fight we always had, too. Vic, she was… She always hated this house. Hated any house she stayed in for too long, really.",,,,,shownitem-tornphoto-4,,,,,,,,emo-witch_[sad]___shownitem-tornphoto-5__%°@#,,,,,,
